name,latitude,longitude,state,lga,care_level,category,functional_status
Sulu Basic Health Care,8.32143,4.77518,Kwara,Ifelodun,primary,Primary Health Center,Functional
Kanikoko Health Clinic,9.56431,4.02887,Kwara,Kaiama,primary,Primary Health Center,Functional
Likpata Center Primary Health Care,8.93857,5.46719,Kwara,Edu,primary,Primary Health Center,Functional
Orphoipatedic and Dispensary,8.73434,5.21691,Kwara,Edu,primary,Dispensary,Functional
Bweru Health Post,9.66514965273,3.44334449908,Kwara,Baruten,primary,Dispensary,Functional
Dele Health Center,9.91939798606,3.59331449908,Kwara,Baruten,primary,Primary Health Center,Functional
Yashikira Health Post,9.83736666667,3.48133333333,Kwara,Baruten,primary,Dispensary,Functional
Cicanda Health Center,9.82269465273,3.36677616575,Kwara,Baruten,primary,Primary Health Center,Functional
Kobiguru Hospital,9.824385,3.359165,Kwara,Baruten,primary,Private Non Profit,Functional
Made Dispensary,8.75695,5.62005833333,Kwara,Pategi,primary,Dispensary,Functional
Local Government Dispensary Gwane,9.52495465273,3.33373783242,Kwara,Baruten,primary,Dispensary,Functional
Ikogosi Basic Health Center,7.58797166667,4.99516666667,Ekiti,Ekiti West,primary,Primary Health Center,Functional
Araromi Basic Health Center,7.643085,4.87233666667,Ekiti,Efon,primary,Primary Health Center,Functional
Ijan Basic Health Center,7.62283333333,5.39002333333,Ekiti,Gbonyin,primary,Primary Health Center,Functional
Orin Basic Health Center,7.83333166667,5.23327,Ekiti,Ido-Osi,primary,Primary Health Center,Functional
Eda Ile Basic Health Center Eda Ile Ekiti,7.74300833333,5.64102333333,Ekiti,Ekiti East,primary,Primary Health Center,Functional
Epe Basic Health Center,7.79473833333,5.11281333333,Ekiti,Ijero,primary,Primary Health Center,Functional
Ilumoba Basic Health Center,7.63462166667,5.41955166667,Ekiti,Gbonyin,primary,Primary Health Center,Functional
Iworoko Ekiti Basic Health Center,7.73061333333,5.26469833333,Ekiti,Irepodun/Ifelodun,primary,Primary Health Center,Functional
Jauro Gotel Health Clinic,10.0993736467,11.7502431819,Gombe,Yamaltu/Deba,primary,Primary Health Center,Functional
Ipole Iloro Community Health Post,7.59695,4.93859333333,Ekiti,Ekiti West,primary,Dispensary,Functional
Isan Ekiti Basic Health Center,7.91863333333,5.32148666667,Ekiti,Oye,primary,Primary Health Center,Functional
Ilafon Basic Health Center,7.914145,5.32665166667,Ekiti,Oye,primary,Primary Health Center,Functional
Isinbode Basic Health Center,7.68454833333,5.629455,Ekiti,Ekiti East,primary,Primary Health Center,Functional
Oke Oro Basic Health Center,7.83026333333,5.09451666667,Ekiti,Ijero,primary,Primary Health Center,Functional
Erio Health Post,7.72092666667,5.02096166667,Ekiti,Ekiti West,primary,Dispensary,Functional
Saloro Basic Health Center,7.79010666667,4.99966166667,Ekiti,Ijero,primary,Primary Health Center,Functional
Sosoarapate Basic Health Center Ikoro,7.89844833333,4.97542333333,Ekiti,Ijero,primary,Primary Health Center,Functional
Ijanekiti General Hospital,7.62924666667,5.40018,Ekiti,Gbonyin,secondary,General Hospital,Functional
Alafe Health Post,7.68527666667,5.01397166667,Ekiti,Ekiti West,primary,Dispensary,Functional
Ara Basic Health Center Lkole Lga,7.74068166667,5.56174666667,Ekiti,Ikole,primary,Primary Health Center,Functional
Odo Owa Basic Health Center,7.8832,5.06914666667,Ekiti,Ijero,primary,Primary Health Center,Functional
Esinkin Basic Health Center,7.91996166667,5.00944666667,Ekiti,Ijero,primary,Primary Health Center,Functional
Araromi Basic Health Center,7.77058833333,5.13502,Ekiti,Ijero,primary,Primary Health Center,Functional
Ikoro Ekiti Basic Health Center,7.84229166667,5.04095333333,Ekiti,Ijero,primary,Primary Health Center,Functional
Model Health Center,7.79754666667,5.69538166667,Ekiti,Ekiti East,primary,Primary Health Center,Functional
Olorunsogo Irele Basic Health Center,8.00793,5.60862333333,Ekiti,Ikole,primary,Primary Health Center,Functional
G,7.94286333333,5.24748,Ekiti,Ilejemeje,primary,Primary Health Center,Functional
Ikere Local Government Basic Health Center Oke Osun Ikere Ekiti,7.483975,5.22862166667,Ekiti,Ikere,primary,Primary Health Center,Functional
Aaye Basic Health Center,7.88594166667,5.11167666667,Ekiti,Ijero,primary,Primary Health Center,Functional
Esun Basic Health Center,7.81619166667,5.56124666667,Ekiti,Ikole,primary,Primary Health Center,Functional
Local Government Basic Health Center,7.94686166667,5.24293333333,Ekiti,Ilejemeje,primary,Primary Health Center,Functional
Model Health Center,7.95557666667,5.24178333333,Ekiti,Ilejemeje,primary,Primary Health Center,Functional
Ilemoso Comminity Health Center,7.95809666667,5.36588666667,Ekiti,Oye,primary,Primary Health Center,Functional
Awo Basic Health Center,7.710085,5.14993666667,Ekiti,Irepodun/Ifelodun,primary,Primary Health Center,Functional
Eyio Ekiti Basic Health Center,7.72831,5.18120666667,Ekiti,Irepodun/Ifelodun,primary,Primary Health Center,Functional
Efon Local Government Staff Clinic,7.69114,4.93153166667,Ekiti,Efon,primary,Primary Health Center,Functional
Iro Basic Health Center,7.99645333333,5.09542666667,Ekiti,Moba,primary,Primary Health Center,Functional
Okeosun Basic Health Center,7.605395,5.20239666667,Ekiti,Ado-Ekiti,primary,Primary Health Center,Functional
Egbe Ekiti Basic Health Center,7.60077666667,5.60795166667,Ekiti,Gbonyin,primary,Primary Health Center,Functional
Model Health Center,7.94127333333,5.25669333333,Ekiti,Ilejemeje,primary,Primary Health Center,Functional
Chikuku Soho Community Primary Health Center,8.8775729648,7.12626815318,Federal Capital Territory,Kwali,primary,Primary Health Center,Functional
Damakusa Primary Health Center,8.82309208022,6.94636097328,Federal Capital Territory,Kwali,primary,Primary Health Center,Functional
Kaida Tsoho Primary Health Care,8.9383102363,7.0188,Federal Capital Territory,Gwagwalada,primary,Primary Health Center,Functional
Nsugbe Primary Health Center,6.26349795759,6.8198809729,Anambra,Anambra East,primary,Primary Health Center,Functional
Umuagu Ufuma Primary Health Care Center,6.07240721056,7.1827339484,Anambra,Orumba North,primary,Primary Health Center,Functional
Ebele Primary Health Center Isi Achina,5.95040509347,7.11364712905,Anambra,Aguata,primary,Primary Health Center,Functional
Pimary Health Center Awgbu,6.10231489265,7.08386178303,Anambra,Orumba North,primary,Primary Health Center,Functional
Oromaetiti Community Reproductive Referral Health Center,6.335912595,6.74900971835,Anambra,Anambra West,primary,Primary Health Center,Functional
Bwele Primary Health Center,9.83307668921,11.5298799439,Gombe,Kaltungo,primary,Primary Health Center,Functional
Umuopara Egbelu Health Center,5.26628962952,7.54460421946,Abia,Obi Nwga,primary,Primary Health Center,Functional
Orun Basic Health Center,7.45771166667,5.43352166667,Ekiti,Ise/Orun,primary,Primary Health Center,Functional
Model Health Center Ayetoro,7.930295,5.14573166667,Ekiti,Ido-Osi,primary,Primary Health Center,Functional
Asin Basic Health Center,7.78857333333,5.49447,Ekiti,Ikole,primary,Primary Health Center,Functional
Adeomi Iyin Ekiti Basic Health Center,7.65945166667,5.15122833333,Ekiti,Irepodun/Ifelodun,primary,Primary Health Center,Functional
Bhc Isaluiloro,7.90394666667,5.10435,Ekiti,Ijero,primary,Primary Health Center,Functional
Ekiti South West Local Government Staff Clinic,7.57663166667,5.09675666667,Ekiti,Ekiti South-West,secondary,Federal Staff Clinic,Functional
Irorin Health Post,7.60324833333,5.09955333333,Ekiti,Ekiti South-West,primary,Dispensary,Functional
Awor Health Post,5.93017368013,6.97744970545,Anambra,Nnewi South,primary,Dispensary,Functional
Isiala Amapu Community Health Care,5.32433730899,7.32275347422,Abia,Isiala-Ngwa South,primary,Primary Health Center,Functional
Olla Primary Health Center,7.55522,7.3667,Kogi,Dekina,primary,Primary Health Center,Functional
Biraidu Primary Health Center,7.47047,6.98254,Kogi,Dekina,primary,Primary Health Center,Functional
Olukudu Primary Health Center,6.62247,6.7213,Kogi,Ibaji,primary,Primary Health Center,Functional
Anocha Primary Health Center,6.60567,6.79138,Kogi,Ibaji,primary,Primary Health Center,Functional
Ayah Primary Health Center,6.6564,6.68005,Kogi,Ibaji,primary,Primary Health Center,Functional
Omabo Primary Health Center,6.62903,6.71717,Kogi,Ibaji,primary,Primary Health Center,Functional
Ika Primary Health Center,6.66322,6.6771,Kogi,Ibaji,primary,Primary Health Center,Functional
Itike Primary Health Center,6.63932,6.69276,Kogi,Ibaji,primary,Primary Health Center,Functional
Kabba Family Support Programme Clinic,7.83174,6.07442,Kogi,Kabba/Bunu,primary,Primary Health Center,Functional
Ike Model Primary Health Care,7.84588,6.08287,Kogi,Kabba/Bunu,primary,Primary Health Center,Functional
Dekina Maternity and Child Health,7.6889,7.04453,Kogi,Dekina,primary,Maternity Home,Functional
Udeba Dekina Primary Health Care,7.69249,7.03972,Kogi,Dekina,primary,Primary Health Center,Functional
Ajenojo Primary Health Care,7.64455,7.07939,Kogi,Dekina,primary,Primary Health Center,Functional
Ajiolo Ojaji Primary Health Care,7.57188,7.09813,Kogi,Dekina,primary,Primary Health Center,Functional
Ajooj Ajikpome Primary Health Care,7.56185,7.10322,Kogi,Dekina,primary,Primary Health Center,Functional
Ajiolo Akabe Primary Health Care,7.56134,7.12143,Kogi,Dekina,primary,Primary Health Center,Functional
Aja Gwumu Primary Health Care,7.54801,7.15238,Kogi,Dekina,primary,Primary Health Center,Functional
Ogne Aji Anyigb Primary Health Care,7.51299,7.17463,Kogi,Dekina,primary,Primary Health Center,Functional
Ogbo Yaga Primary Health Care,7.62865,7.1349,Kogi,Dekina,primary,Primary Health Center,Functional
Odun Ajaruwe Primary Health Care,7.62329,7.11162,Kogi,Dekina,primary,Primary Health Center,Functional
Opada Olowa Primary Health Care,7.66218,6.97097,Kogi,Dekina,primary,Primary Health Center,Functional
Elika Olowa Primary Health Care,7.63258,6.97042,Kogi,Dekina,primary,Primary Health Center,Functional
Araba Salifu Primary Health Center,7.46065,6.9819,Kogi,Dekina,primary,Primary Health Center,Functional
Araba Abilo Primary Health Care,7.47491,6.98117,Kogi,Dekina,primary,Primary Health Center,Functional
Ajekalaga Primary Health Care,7.577,7.02659,Kogi,Dekina,primary,Primary Health Center,Functional
Alokoli Primary Health Center,7.56686,7.03302,Kogi,Dekina,primary,Primary Health Center,Functional
Odu Ate Primary Health Care,7.60415,7.17505,Kogi,Dekina,primary,Primary Health Center,Functional
Igegeli Primary Health Care,7.61559,7.13194,Kogi,Dekina,primary,Primary Health Center,Functional
Akpelu Primary Health Care,7.70406,7.14587,Kogi,Dekina,primary,Primary Health Center,Functional
Ofadu Primary Health Care,7.64461,7.13149,Kogi,Dekina,primary,Primary Health Center,Functional
Ajedimokwu Primary Health Care,7.61923,7.07897,Kogi,Dekina,primary,Primary Health Center,Functional
Ojogba Primary Health Care,7.61861,7.06489,Kogi,Dekina,primary,Primary Health Center,Functional
Ajonoja Primary Health Care,7.59549,7.04131,Kogi,Dekina,primary,Primary Health Center,Functional
Ajegwuna Primary Health Care,7.5904,7.00709,Kogi,Dekina,primary,Primary Health Center,Functional
Ajichemu Primary Health Care,7.56257,7.04333,Kogi,Dekina,primary,Primary Health Center,Functional
Udanebiomi Primary Health Care,7.58008,6.9491,Kogi,Dekina,primary,Primary Health Center,Functional
National Virology Center,6.320628333,8.092251667,Ebonyi,Ebonyi,primary,Medical Center,Functional
Ajita Primary Health Center,7.58681,6.91475,Kogi,Dekina,primary,Primary Health Center,Functional
Agada Primary Health Care,7.58743,6.89331,Kogi,Dekina,primary,Primary Health Center,Functional
Ojukpo Primary Health Care,7.58079,6.95398,Kogi,Dekina,primary,Primary Health Center,Functional
Efikelegwu Primary Health Care,7.59114,6.94804,Kogi,Dekina,primary,Primary Health Center,Functional
Adoji Primary Health Center,7.5242,6.8441,Kogi,Dekina,primary,Primary Health Center,Functional
Onyakoji Primary Health Center,7.47564,6.8722,Kogi,Dekina,primary,Primary Health Center,Functional
Akpobi Primary Health Care,7.48753,6.91019,Kogi,Dekina,primary,Primary Health Center,Functional
Agili Primary Health Care,7.51547,6.94645,Kogi,Dekina,primary,Primary Health Center,Functional
Odomebie Primary Health Care,7.57392,7.00832,Kogi,Dekina,primary,Primary Health Center,Functional
Atochi Primary Health Care,7.55748,7.13328,Kogi,Dekina,primary,Primary Health Center,Functional
Eganakwu Primary Health Center,6.93587,6.74199,Kogi,Ibaji,primary,Primary Health Center,Functional
Aneche Primary Health Center,6.86261,6.74919,Kogi,Ibaji,primary,Primary Health Center,Functional
Ojuba Primary Health Center,6.86874,6.66681,Kogi,Ibaji,primary,Primary Health Center,Functional
Abujaga Primary Health Center,6.81094,6.63813,Kogi,Ibaji,primary,Primary Health Center,Functional
Iyano Primary Health Center,6.81558,6.65343,Kogi,Ibaji,primary,Primary Health Center,Functional
Iteh Primary Health Center,6.70343,6.67224,Kogi,Ibaji,primary,Primary Health Center,Functional
Ihile Primary Health Center,6.70485,6.79212,Kogi,Ibaji,primary,Primary Health Center,Functional
Ottah Primary Health Center,6.9777,6.70135,Kogi,Ibaji,primary,Primary Health Center,Functional
Enweli Primary Health Center,6.82784,6.76033,Kogi,Ibaji,primary,Primary Health Center,Functional
Oboy Primary Health Center,6.81405,6.77659,Kogi,Ibaji,primary,Primary Health Center,Functional
Ayeke Primary Health Center,6.80445,6.7785,Kogi,Ibaji,primary,Primary Health Center,Functional
Atiko Primary Health Center,6.87899,6.67197,Kogi,Ibaji,primary,Primary Health Center,Functional
Ogane Ii Primary Health Center,6.91045,6.67987,Kogi,Ibaji,primary,Primary Health Center,Functional
Etiji Primary Health Center,6.75492,6.78446,Kogi,Ibaji,primary,Primary Health Center,Functional
Ejulofe Primary Health Center,6.84563,6.6407,Kogi,Ibaji,primary,Primary Health Center,Functional
Odeke Primary Health Center,6.70746,6.79659,Kogi,Ibaji,primary,Primary Health Center,Functional
Odobo Primary Health Center,6.99384,6.72655,Kogi,Ibaji,primary,Primary Health Center,Functional
Iwala Primary Health Center,7.00029,6.72816,Kogi,Ibaji,primary,Primary Health Center,Functional
Elele Primary Health Center,6.987,6.72566,Kogi,Ibaji,primary,Primary Health Center,Functional
Odolu Primary Health Center,6.83526,6.75532,Kogi,Ibaji,primary,Primary Health Center,Functional
Ukponu Primary Health Center,6.97734,6.70796,Kogi,Ibaji,primary,Primary Health Center,Functional
Nwajala Primary Health Center,6.94345,6.7391,Kogi,Ibaji,primary,Primary Health Center,Functional
Iramawa Primary Health Center,6.75524,6.64759,Kogi,Ibaji,primary,Primary Health Center,Functional
Ogbadu Primary Health Center,6.95143,6.91673,Kogi,Ibaji,primary,Primary Health Center,Functional
Obale Primary Health Center,7.00703,6.86227,Kogi,Ibaji,primary,Primary Health Center,Functional
Okoh Primary Health Center,6.94911,6.91696,Kogi,Ibaji,primary,Primary Health Center,Functional
Igboligbo Primary Health Center,6.86472,6.74944,Kogi,Ibaji,primary,Primary Health Center,Functional
Agbojo Primary Health Center,6.85539,6.6458,Kogi,Ibaji,primary,Primary Health Center,Functional
Inemeh Primary Health Center,6.84221,6.64909,Kogi,Ibaji,primary,Primary Health Center,Functional
Ogwojibo Primary Health Center,6.93248,6.68457,Kogi,Ibaji,primary,Primary Health Center,Functional
Ogbabo Primary Health Care,7.41821,7.00804,Kogi,Dekina,primary,Primary Health Center,Functional
Arobadi Health Center,8.67788,4.39938,Kwara,Moro,primary,Primary Health Center,Functional
Acharu Egume Primary Health Care,7.50726,7.30018,Kogi,Dekina,primary,Primary Health Center,Functional
Ogbodo Ojuwo Primary Health Care,7.54728,7.34637,Kogi,Dekina,primary,Primary Health Center,Functional
Itama Primary Health Care,7.56123,7.35935,Kogi,Dekina,primary,Primary Health Center,Functional
Ogbogodo Lokoja Primary Health Care,7.53233,7.33378,Kogi,Dekina,primary,Primary Health Center,Functional
Aloko Egba Egum Primary Health Care,7.47798,7.25615,Kogi,Dekina,primary,Primary Health Center,Functional
Agojeju Ajo Primary Health Care,7.70184,7.41791,Kogi,Dekina,primary,Primary Health Center,Functional
Agbada Primary Health Care,7.667,7.40398,Kogi,Dekina,primary,Primary Health Center,Functional
Ulaja Primary Health Care,7.63674,7.38097,Kogi,Dekina,primary,Primary Health Center,Functional
Ihale Primary Health Care,7.63357,7.31907,Kogi,Dekina,primary,Primary Health Center,Functional
Etutekpe Primary Health Care,7.63214,7.27004,Kogi,Dekina,primary,Primary Health Center,Functional
Ikpakpala Primary Health Care,7.62721,7.25633,Kogi,Dekina,primary,Primary Health Center,Functional
Okura Olafia Primary Health Care,7.4319,7.38722,Kogi,Dekina,primary,Primary Health Center,Functional
Okwa Ofante Primary Health Care,7.4135,7.35296,Kogi,Dekina,primary,Primary Health Center,Functional
Ochaja Primary Health Care,7.42978,7.29432,Kogi,Dekina,primary,Primary Health Center,Functional
Ugbabo Oganenig Primary Health Care,7.75686,7.33358,Kogi,Dekina,primary,Primary Health Center,Functional
Ojapata Primary Health Care,7.72386,7.25942,Kogi,Dekina,primary,Primary Health Center,Functional
Ebeje Primary Health Care,7.75031,7.18417,Kogi,Dekina,primary,Primary Health Center,Functional
Ikpoba Primary Health Center,7.71299,7.41884,Kogi,Dekina,primary,Primary Health Center,Functional
Igboroko Cottage Hospital,8.25993,4.47264,Kwara,Asa,secondary,Cottage Hospital,Functional
